Type,Day,Rodent,iter,"[-10.0,-9.5)","[-9.5,-9.0)","[-9.0,-8.5)","[-8.5,-8.0)","[-8.0,-7.5)","[-7.5,-7.0)","[-7.0,-6.5)","[-6.5,-6.0)","[-6.0,-5.5)","[-5.5,-5.0)","[-5.0,-4.5)","[-4.5,-4.0)","[-4.0,-3.5)","[-3.5,-3.0)","[-3.0,-2.5)","[-2.5,-2.0)","[-2.0,-1.5)","[-1.5,-1.0)","[-1.0,-0.5)","[-0.5,0.0)","[0.0,0.5)","[0.5,1.0)","[1.0,1.5)","[1.5,2.0)","[2.0,2.5)","[2.5,3.0)","[3.0,3.5)","[3.5,4.0)","[4.0,4.5)","[4.5,5.0)","[5.0,5.5)","[5.5,6.0)","[6.0,6.5)","[6.5,7.0)","[7.0,7.5)","[7.5,8.0)","[8.0,8.5)","[8.5,9.0)","[9.0,9.5)","[9.5,10.0)"
D1,Day11,D1#7,0,0.0526837007233113,0.03486468903242612,0.704142325730279,0.6342234124159493,0.5432465053384471,0.7901266264889026,0.9065425257968844,0.6941419832694591,0.25489337254729383,0.693736631145127,0.8852633554985673,0.5369238612855632,0.09301714544431505,0.33483415952072804,0.09274606200739854,0.0361648285398013,0.8088765646972393,0.9772045180948433,0.26742469510198597,0.26743011142694273,0.19177435243850682,0.40122591450246226,0.6914744613100033,0.07849689203674326,0.29579995449225305,0.30340201069231065,0.31566376114181405,0.9546724788147626,0.9877887252025502,0.35112719884402943,0.17828944111285672,0.30281467661544414,0.9632227453219947,0.9541155038706988,0.0787006846503675,0.47533647275065627,0.4076707822888628,0.9346478986495443,0.24114684692555366,0.6400931828622324
D1,Day11,D1#33,0,0.7654337862590819,0.8539633526070896,0.251800227921701,0.11798694040695457,0.8604816734626716,0.3850331686745385,0.9556302981779814,0.3900807930118052,0.753259237158301,0.2453240093839968,0.8946806574483526,0.9925004400800977,0.09092589078801527,0.6721351295898522,0.12954587775657767,0.6230495779661103,0.35828898681404997,0.39163142971869913,0.030081348960819376,0.09025032876042904,0.01671681518639989,0.8917938494515399,0.29481220227426397,0.24102677931718297,0.6147453521942727,0.8138564760449352,0.5217686781468143,0.17006645008719168,0.6220360027872821,0.5641435267137215,0.9264731333101098,0.9969757796772925,0.4406211752863022,0.8092652461774518,0.16958382062686528,0.18587534895707636,0.7255019944496672,0.7289785643702863,0.16462019185303767,0.6826808446923514
D2,Day11,D2#13,0,0.1006316230311205,0.3687021660961648,0.4160278275139302,0.6941253049958931,0.665242962298306,0.662677001428426,0.4129419690470275,0.10159807630465079,0.8079966607735457,0.7569186375203276,0.7375418615585265,0.31737364811325164,0.7340871327416898,0.7286962548091802,0.1551479410570501,0.4745245233733397,0.2833088374842655,0.1354882905260243,0.5543291416244039,0.795008319198399,0.19157734011329486,0.16695235959483679,0.3601046483933841,0.294006115537078,0.6901425693453846,0.33169180013608357,0.377576745998525,0.019873504661412134,0.5358537205815714,0.9703329025688021,0.37701711891095024,0.3813432433528474,0.3591713210421872,0.6886630249936871,0.6822232976654633,0.4183912713275957,0.6936257884136349,0.041534106287355765,0.24049430967657592,0.8231869224221059
D2,Day11,D2#24,0,0.719952145701312,0.10774396307275991,0.12667251120117107,0.6436020188646425,0.873591379663883,0.4287665775751618,0.6773213838984891,0.4357925637276796,0.9368474201712547,0.6870860936317978,0.2571976539392631,0.9941753671581575,0.8151423261914288,0.5237328887156919,0.20403987177214744,0.6233915312969194,0.2367200298843355,0.4154123171168612,0.4104235747861308,0.4432370295093667,0.188600864884223,0.6812794283926705,0.3428944567183352,0.7278443754340418,0.9604357096990979,0.1452704899744368,0.5096493697381788,0.048601503667043966,0.2942226017964835,0.13787216720552065,0.43086304986234714,0.4688211066572814,0.6555464268465415,0.7732936143210467,0.3883827315880237,0.12228960119489685,0.564266472165647,0.30954198219430096,0.8426156675741833,0.21956368142045601
D2,Day11,D2#36,0,0.39762145137979243,0.020909865190777754,0.194858862250736,0.6669456723692406,0.095530866144938,0.6013342737793144,0.03037077687435019,0.7196477639183787,0.8002835783240391,0.05441986586327208,0.23431040796687197,0.6497164055553944,0.3170809682774064,0.06945126642464594,0.8288657943426716,0.46681254043392284,0.40291189818128537,0.8769561729704867,0.9989269375696925,0.8147127065421159,0.7300870307048161,0.27671478900944013,0.9856893935852742,0.6769619491973534,0.8786848447439314,0.7393914689568301,0.9640937113222888,0.5601708465024711,0.7268821382550962,0.2993017748384774,0.6391506134785915,0.7417245879556132,0.47448386116689323,0.7984659359283434,0.3517669189415895,0.7395847887197169,0.8932844569217885,0.8684928178021302,0.5153291967637481,0.3322370368523764
D2,Day11,D2#23,0,0.23892225747987428,0.18495397372652078,0.8833747928539125,0.14057096951838632,0.7084979375061471,0.21575247106055107,0.6867115731018348,0.8112620730339294,0.662201122473769,0.12816918770485186,0.7800787064412226,0.32310621732941747,0.4354491753793027,0.10442144183894975,0.4362593441171879,0.17883764623096698,0.8679420060199436,0.5473120927248742,0.8647844499720861,0.5377627343727197,0.2031006535724249,0.8491401944712624,0.956294966862808,0.6024230960669035,0.22711413259223423,0.24582356140568262,0.4334382349403971,0.3005494702572108,0.559746366579901,0.9609378726824831,0.7471586532101826,0.038661902260040515,0.18308191728021617,0.5492505352927048,0.2190280818606063,0.08609828143913689,0.29011040243248165,0.41329161642147094,0.10964572620879287,0.1346726558924447
D2,Day11,D2#38,0,0.024673464413177193,0.022851500973725902,0.8373566556581855,0.3355741703117493,0.7372668127531561,0.613729501676033,0.525843531733715,0.03825274100660536,0.45282838664748637,0.37083365045808014,0.16153263538340923,0.059499427593803556,0.8157595859513717,0.6490868496602343,0.31427092988015026,0.9453332723113363,0.4203079904987971,0.05610159102556078,0.8471645559065074,0.9812019610304079,0.9246691695909891,0.8492695943850656,0.7365565777762433,0.6557460825100327,0.4246983115499593,0.6911396232876158,0.23616405395674933,0.9903724905022875,0.8084623204873956,0.4607005811211995,0.8573849644710037,0.5033090576586202,0.13938428000155645,0.958106035195821,0.7100863917487367,0.799689205048246,0.5008999006667183,0.6038562113807469,0.6330479698556706,0.6834277180577062
D2,Day11,D2#52,0,0.6388727425573231,0.9595820526630655,0.47244621936201747,0.1422513193842132,0.10232278454924737,0.056249506083177025,0.9326093010361043,0.47649387021069955,0.7541364988741026,0.22618269687626036,0.43465759961169337,0.9100569957172787,0.4774756322542595,0.9652930023943301,0.23066272449803482,0.8281718872313661,0.9163007133500386,0.5396552864567479,0.5750691236413401,0.5715605627360913,0.35701413357072087,0.6402772238566529,0.4140134559405164,0.8173091932078873,0.9413363463558234,0.9044396950841753,0.2700938381500516,0.3298361127761572,0.5474650144154696,0.27474248356794884,0.6056688052621898,0.34424888191618497,0.2338502449373484,0.14129500883626755,0.8343882388961202,0.3728125878676004,0.8737616715172976,0.11091131529255682,0.12738661861968936,0.7482685523522876
WT,Day11,152,1,0.8186742008268639,0.9905675197793159,0.7372138921702952,0.5594169074079535,0.8742981927073561,0.9765392076560578,0.7988987257152516,0.6559803830203074,0.5760423403169349,0.48539752458643126,0.6823555592511436,0.6322564278458479,0.0841414482805799,0.6624877362017438,0.3224588274498015,0.5523356459208493,0.15994871680906297,0.964010533272949,0.7782917008833377,0.3489811419580423,0.4878563564703484,0.16696120166658956,0.1571094340351441,0.30150619198133444,0.2057111482069821,0.4745263606809941,0.8418919172355017,0.06145529259155813,0.9324020554670502,0.2672749795474212,0.8549659588935148,0.8641503665753912,0.7875193417910235,0.10251980808797978,0.24855422096120383,0.15961715686522737,0.9428396068907238,0.059887426862886395,0.9519777985809476,0.48270227647248454
WT,Day11,153,1,0.2934294403194332,0.979505564158008,0.8198859686450564,0.7199952973282322,0.8429486194501457,0.3472667508161611,0.11043742109468901,0.5119539218534148,0.9713638166534462,0.9518340408375067,0.963393113556866,0.4919992451380062,0.9667061589395735,0.5824545479757677,0.23044718238136785,0.849276661222257,0.39122214018243695,0.3295129200179526,0.3923395131849128,0.13217145099710415,0.09811879810541402,0.2058098628776608,0.7590149783192087,0.41052021931077,0.43161986266250163,0.3515570581831391,0.3518587497874526,0.21357200130755138,0.10621015557187818,0.6912326130055443,0.9005944425929944,0.7213863793540427,0.36928691483711606,0.89223075636251,0.9064096612610011,0.1404327520451245,0.09377976048205416,0.17692283392471153,0.7782448931677132,0.32449749759413615
WT,Day11,174,1,0.35046193770648526,0.47110005456739723,0.033025691086471576,0.08548238352748017,0.2110884651910414,0.1539267612549402,0.14566406812029842,0.6458431447989011,0.19105567368143184,0.07579786379131082,0.22415087387900223,0.0849983095804282,0.8188643023319384,0.11982008761828689,0.3363230141071437,0.021110062801586893,0.6366650166173158,0.04197944128756881,0.9387464641927198,0.15440286511063517,0.7259730226237429,0.11429985969437961,0.0033932759557822045,0.2540649710355487,0.28903331118903464,0.031219511584217874,0.13546813977379324,0.06477350107725055,0.7392829710884944,0.13065800787570425,0.779054558446816,0.9893458736098479,0.9322139929742755,0.5497409967305602,0.7575846563017941,0.3911241067756962,0.670031004555991,0.5659634248086631,0.7873018286756659,0.4891035248499438
WT,Day11,175,1,0.0947828089033228,0.18087973295934712,0.9481633730044307,0.22066924234313323,0.9438669871186666,0.30416399116002557,0.9307202316228125,0.862744066752673,0.8021913870528417,0.7247198656296769,0.24414761285367859,0.2841769227252763,0.06980468306818921,0.11505530096831862,0.5417254049519912,0.7545478786570536,0.3711724848906297,0.9340087093901273,0.890044719030106,0.9794174558710588,0.5975237523545065,0.18885704919897184,0.6063230868948588,0.7775025085248385,0.45740339678225406,0.20770065426637008,0.13303267246868955,0.5351859885324638,0.5189046314266973,0.40995340621351084,0.5616596887284623,0.2030179307220119,0.9005511347539484,0.2535384611756356,0.8203119345408645,0.3947841226052028,0.5113588029573798,0.09600211882358545,0.07625836608909375,0.006740155241847567
WT,Day11,177,1,0.016900469567022514,0.6917195260918532,0.7299409987412095,0.1014649614753973,0.7812657807109538,0.1788932475339039,0.43061217690563847,0.5645049959831588,0.5476262944713859,0.3183859139776678,0.5127405853001898,0.6814583664865436,0.8925355854618496,0.8542590861573447,0.8595134380582491,0.07544553753518357,0.3357677189640158,0.6612379449536059,0.5181096102889828,0.45164964096931004,0.2907700698797583,0.7445531186657873,0.7278760608560638,0.48357433025504926,0.8092375312063351,0.5601123715780078,0.7357717608152211,0.41692775540330596,0.46236781339955,0.2091502434839061,0.7190130640862947,0.3934504799023304,0.60874548723138,0.10959832977297934,0.7777839281463501,0.8962671850602871,0.793815788167966,0.6373781944020527,0.8805007131587701,0.41034880020306086
WT,Day11,180,1,0.7866705586892511,0.5052664929511089,0.8900947380449207,0.8585723246775899,0.9745614791670942,0.5643089305133984,0.7095100832645582,0.822071902776508,0.11334928692679203,0.6109801733145894,0.772081393099492,0.6613312527987449,0.6964673940441902,0.9451655453384069,0.19175354647903897,0.685906565867816,0.5097715727236803,0.5052751681042331,0.31917047453274183,0.7837316025806128,0.20822293219366295,0.0415211164260848,0.9996245572447755,0.05386530459629246,0.5856759754713543,0.5563772928911795,0.4738067844633108,0.20130607453590477,0.8630016485079788,0.5200562677695653,0.515678954466906,0.9890908455161854,0.22979706582912163,0.48150284931956244,0.1056988703466395,0.5243565155608015,0.522490752669679,0.8296966520963395,0.4637400452200786,0.8169641780053125
WT,Day11,181,1,0.3950850720554152,0.6969857071401286,0.8781803639821231,0.5961894331892703,0.359460394135096,0.3921107576728552,0.7008030415144073,0.7345316542921956,0.6294058653114831,0.38509118791046426,0.25626140158939537,0.7384647470540625,0.9635792516388134,0.22483972224795468,0.3618272082413203,0.9330859994875382,0.3855059283871697,0.8443196583310583,0.30629835682048834,0.6401229531836241,0.4323070678426335,0.7027986647402527,0.8223851381060325,0.03174815000301168,0.6158635794195227,0.9376053258706619,0.13820856618615462,0.7671950200350531,0.19269739015402376,0.4129672367562284,0.396890262638813,0.1504740146922886,0.6574708297174541,0.7782661584265533,0.4355283357599318,0.746479683595002,0.0012394940639532948,0.7685927389119983,0.9523842305917524,0.6692441529176862
D1,Day11,D1#14,1,0.8124610227540039,0.7829396042378207,0.7711573729279623,0.9466771261859639,0.5569862082810848,0.544647502877685,0.5012227479267861,0.6996174948768977,0.1456946690388402,0.4352686209477098,0.6652642388056209,0.5625147899109074,0.826147699912042,0.06307135964570743,0.27278490903555797,0.7317608863342173,0.5951024007590002,0.4973111001442977,0.6853701384070889,0.44036012138091807,0.04669785368379509,0.6713394698571157,0.593378124260084,0.5707957786835552,0.36086101404947113,0.26877233211921825,0.038400424684836065,0.4262594505137508,0.91888998101507,0.07412007552220312,0.4514491956139889,0.7072699049862635,0.40512649157976,0.013119759623433591,0.5028776612479791,0.5934198097576263,0.14757939287485633,0.6257827862746398,0.046385434582919216,0.6033424613469044
D1,Day11,D1#15,1,0.47117356195949334,0.6861544118345699,0.6387447067061078,0.19095629748061893,0.171432965131327,0.9011104131805386,0.24784733266836834,0.7779381102287541,0.0445277524534643,0.4845384745423702,0.0009037584151716516,0.7276705520563618,0.2504587632182139,0.33878109105704435,0.7833792785596025,0.47791585188492036,0.5486881675038588,0.2605257699465593,0.20461407393337006,0.8384822606004473,0.632172045039787,0.18533447510719914,0.611554905591912,0.789603783156295,0.12658447358595604,0.5601419799508418,0.10643271728520731,0.556857864471503,0.5579639807697241,0.175257739715455,0.9387918905861237,0.984812001860625,0.0616075885441244,0.6445820376464845,0.1759987688293796,0.8469326968706808,0.24501944759580307,0.5477779999089246,0.324223864123096,0.44424114924295177
D1,Day11,D1#21,1,0.6487885797321666,0.33084741954753616,0.855352540470626,0.71087873640737,0.7690295790844188,0.4972906796712495,0.2738465279191755,0.07140075198953721,0.5248212644892288,0.042395371387309644,0.3240437775328492,0.8438825651318839,0.5812421117886376,0.0798373973916291,0.3665119155076,0.6489385869531865,0.7714900683788823,0.05896692913761692,0.5689276966929125,0.1143680260087393,0.9046099920233841,0.7065940516738232,0.5521377804778718,0.9615558829566603,0.6525876142224712,0.9651094797652602,0.8592959592378939,0.5299135209645882,0.6299481398639669,0.8158128541939399,0.3695681167259057,0.7664095315876892,0.9416587111788923,0.9092719438364423,0.5148681274030469,0.839160014425027,0.6777864222705302,0.5119788022070163,0.01841606919449368,0.41518330405627546
D1,Day11,D1#7,1,0.5440847578605501,0.6254183143429838,0.29759676656677914,0.21961692475021088,0.8573828003964541,0.9906835136540655,0.06820945218449781,0.24298416510726384,0.10826613088906689,0.6690709556521165,0.8261509199155892,0.6322988546695435,0.5195944327916526,0.9127814773729328,0.30395363251263785,0.19410844049007292,0.9209895211637454,0.7379214234344688,0.7184750601857458,0.10121204755898572,0.27026773445394436,0.7798935210320497,0.13768723534807015,0.33346587631238633,0.48904489644102933,0.9593639152258531,0.7125082625821803,0.284308799182448,0.6726195965102396,0.9144569460356035,0.8041142745433366,0.8603829028499392,0.07183907879448226,0.7405865991437346,0.21243272916197964,0.5629017073540044,0.7527191842410823,0.02273894702653434,0.1852570784714772,0.7341097148683252
D1,Day11,D1#33,1,0.4130040713002826,0.8123178473487072,0.09773300767165638,0.07104949366377278,0.60834013061988,0.4302231825873051,0.521696147373715,0.9292970639466408,0.45773276529669427,0.0017557929224928381,0.08823199494513934,0.6023410831423432,0.848512366859392,0.17382403602872942,0.6867002038248836,0.026568162353319602,0.8370221073179399,0.41575829704353207,0.2273659747722363,0.605274166013335,0.6443926768464099,0.7472313470441518,0.8528272596171621,0.6758972618668487,0.49645775443579887,0.7869110125961176,0.5887814577576491,0.5039843551650313,0.7592802522165445,0.0634314826074639,0.3471689266761464,0.23105247673787233,0.6579933041687113,0.14534510802219047,0.6609642352565097,0.9256400676463526,0.2751525316940012,0.07206174335231741,0.4999679649804649,0.0629581420492944
D2,Day11,D2#13,1,0.24939440062562956,0.6881437966470328,0.023464335451062746,0.18296330133357597,0.6513388511960515,0.21436760408477584,0.6145443547208319,0.2613179062458322,0.18719189440491102,0.9992278954679769,0.7924929208028949,0.47780591336084,0.2859620547434497,0.843182937903978,0.8132337581957553,0.41646121782268963,0.4247580575697587,0.7194708360182226,0.2911209754183699,0.45400536134961245,0.06531739245015133,0.624006010002915,0.03218750856948782,0.7564943467477482,0.8128577804810968,0.1676558820317373,0.5741850806309312,0.8367366963710126,0.19942695342833006,0.5805106124778048,0.03528520798766821,0.5184395798105474,0.16431962209668927,0.17942989418147126,0.04398119451269189,0.1818356887524657,0.6167624261301271,0.5088758433128541,0.414647407465344,0.8024890386988365
D2,Day11,D2#24,1,0.5063660848421908,0.7358420222425908,0.4808420521627519,0.22901596087184362,0.25184773314735254,0.352111293528359,0.23595738323903714,0.6303116496225551,0.28683217433844843,0.4505452362417538,0.17049720829877757,0.09541834541872085,0.7728951585434508,0.3637924149936651,0.9115231634324545,0.5668306591307704,0.9397662416861139,0.2913277678140599,0.0890043020353044,0.5514228104796266,0.9639532026796902,0.2265983473118911,0.41265125258791113,0.32395590793736817,0.9229269020942582,0.015219808328710949,0.14999787022216793,0.1987096937995938,0.8978021153363888,0.30748034005254565,0.004896356575346483,0.5636292981446335,0.6186259604357851,0.24180497661156286,0.3020673859998503,0.9874786177562721,0.02982078978428626,0.9200786198001829,0.46905100930285193,0.15592639062951674
D2,Day11,D2#36,1,0.49523886193525535,0.03018254911161289,0.2562330285593697,0.20581712210572856,0.4711988486399713,0.5242966302256101,0.16751100563873578,0.4106245621162413,0.8860940011300146,0.2603369568173599,0.7721972048446115,0.6155421784041739,0.41051223052249963,0.9684814799370223,0.7969405521674422,0.20503133376348193,0.0653524745620846,0.47206581172954365,0.500700955287684,0.022837574798520777,0.7789462088462829,0.6304466023191843,0.8115892973461005,0.031444641399276496,0.39449032657301386,0.5322592349957771,0.3728286214732749,0.29456847631363203,0.8993269641881839,0.32603932256513213,0.1590178518381321,0.4709186617076173,0.8078626839168718,0.21915019624416932,0.5076090448652907,0.7317896835561762,0.13425414852728323,0.5163052009095035,0.3192674794537962,0.9531233266098474
D2,Day11,D2#23,1,0.851805992531204,0.9380361501971308,0.7560376647636758,0.7647711892111427,0.025210554971679677,0.2097265238798598,0.635151509548639,0.6711815782414111,0.9980587839470662,0.33301120532374606,0.9837573151842518,0.4086753178108361,0.38844664448805655,0.06415500808249253,0.23466763849569916,0.3378620133966166,0.45659392463934945,0.20605979893561066,0.7335751374567214,0.5194416356590059,0.589666700257871,0.17012180976707747,0.6702695611546973,0.8889865836691713,0.2337358872343751,0.6069265546663264,0.34393098867254523,0.40307749505513957,0.33409915691830294,0.6641585604698945,0.6561963806247979,0.9939783880883838,0.831977263903096,0.959495518961812,0.5643076854017769,0.7967553223398158,0.39756997657596216,0.6017002773673996,0.9609138771775751,0.5435128711561855
D2,Day11,D2#38,1,0.23623602944451383,0.0053697501794707225,0.8807837173275823,0.5525653685626529,0.7219246819209447,0.5871848950085621,0.6142770983144089,0.5373711753025977,0.2166458708559832,0.17295770694566526,0.5003668365086694,0.8137907351052477,0.013074900062001182,0.8554175316023309,0.9652402475399672,0.3504343544822177,0.7560908593476314,0.2970709175214856,0.017323163380775664,0.9514547416548123,0.5980523452438019,0.2931570669255681,0.1925086165613782,0.5863531486645447,0.8955684940973746,0.7561795070611813,0.40140561131016306,0.7114535969306209,0.29384042602464067,0.4243430968921461,0.7581778819526263,0.9026166728547604,0.8554149781296385,0.8781783808331017,0.6688806312167225,0.4936628115388966,0.1235871493743893,0.36998237327926353,0.7363181030835405,0.6828158422842413
