Type,Day,Rodent,iter,"[-10.0,-9.5)","[-9.5,-9.0)","[-9.0,-8.5)","[-8.5,-8.0)","[-8.0,-7.5)","[-7.5,-7.0)","[-7.0,-6.5)","[-6.5,-6.0)","[-6.0,-5.5)","[-5.5,-5.0)","[-5.0,-4.5)","[-4.5,-4.0)","[-4.0,-3.5)","[-3.5,-3.0)","[-3.0,-2.5)","[-2.5,-2.0)","[-2.0,-1.5)","[-1.5,-1.0)","[-1.0,-0.5)","[-0.5,0.0)","[0.0,0.5)","[0.5,1.0)","[1.0,1.5)","[1.5,2.0)","[2.0,2.5)","[2.5,3.0)","[3.0,3.5)","[3.5,4.0)","[4.0,4.5)","[4.5,5.0)","[5.0,5.5)","[5.5,6.0)","[6.0,6.5)","[6.5,7.0)","[7.0,7.5)","[7.5,8.0)","[8.0,8.5)","[8.5,9.0)","[9.0,9.5)","[9.5,10.0)"
D1,Day11,D1#7,0,0.9620458967614911,0.7803024068494763,0.8088284106078557,0.9460381540264923,0.22214936628591786,0.5581654099832354,0.7240681319109731,0.2903906635504172,0.6977162612131982,0.6114002637044642,0.39819563913130196,0.9247532456149963,0.6527599385439544,0.2805057589522383,0.7063771685952819,0.8479783629093843,0.9571095588069998,0.40132201231540787,0.1311559202498882,0.47683103366418844,0.28958304934542556,0.8050361008029918,0.3443475737693601,0.22827239644838893,0.11547374430115953,0.7825004178329663,0.8262448908624465,0.5537767983418936,0.515953674094963,0.7187885538809945,0.4236061483900426,0.6176442394328981,0.526376209077896,0.20227550169969288,0.07119297306571715,0.8399178459784059,0.7877329346509528,0.5016740202753809,0.35553825193816535,0.029731019488843047
D1,Day11,D1#33,0,0.29982226800273615,0.722167648228547,0.6473579155062885,0.6052893235814374,0.8478721124184211,0.06978212974039433,0.824011416463196,0.6163274973619141,0.6089179281930147,0.393805324117371,0.7342628813754347,0.6051390823408181,0.7401659663475783,0.7341085371938655,0.952224513068259,0.5919850099664472,0.22885759351886403,0.8319273078545439,0.42831127937933466,0.4819766799089702,0.05641437276112138,0.5473840848836428,0.7961938471828052,0.8445743333175932,0.26742965375828975,0.1397259491799201,0.48628938185048054,0.4261755686045563,0.6431702249740847,0.09033369421922521,0.9547048603231391,0.008954469016064226,0.7418517909926543,0.9867403062078349,0.08753670267056668,0.9157303877084526,0.20166807991249747,0.12167901555339533,0.17950341670812409,0.7056896960186082
D2,Day11,D2#13,0,0.6809547836078137,0.6775704285573989,0.3021583446377667,0.1412569389374716,0.4346307829022551,0.4896725712093485,0.5398200759524363,0.2998099886062614,0.350809615555553,0.1953999867776508,0.8653965731478951,0.4185748428297369,0.912115173758718,0.0983748052421004,0.7757979483163953,0.9950881540883646,0.6420399082608544,0.7184477684725067,0.2004932445271087,0.4321025235841284,0.07809756303149162,0.12644538366861513,0.7429610496821355,0.9367106677599839,0.504902341155062,0.05966828547126124,0.4888648604458272,0.7618967791526234,0.2640500580457046,0.8410722756402255,0.21165280422256527,0.9320211145292312,0.04906773795674868,0.9832863553082463,0.7648867345850882,0.6523586966995628,0.598482935327338,0.24850750977729708,0.39215194320791014,0.04162329920955421
D2,Day11,D2#24,0,0.14899909553999902,0.5786593110497964,0.8052427297554399,0.8655939386081635,0.3266178456796508,0.9852782282759478,0.9127626617533333,0.9374768366137309,0.5845566294400758,0.6081198842418271,0.23221665123958246,0.00881128791056951,0.8139287789439944,0.4942133208730445,0.9005698128350537,0.9242156588951179,0.09087331230417683,0.09347661755100234,0.7604996415446156,0.6748834739196635,0.2767507341496621,0.2139243687995247,0.08236289118161755,0.19106841427607535,0.4297704596386519,0.7836486707555465,0.8394302245658738,0.4943482207441019,0.001208578115847403,0.006724507028409876,0.8928374699706777,0.8147032475796063,0.3128893383738468,0.618732215369475,0.32529020145918397,0.6702599210982715,0.5725627318319099,0.5877013397248427,0.4040395926246919,0.19306502852228202
D2,Day11,D2#36,0,0.8659232835367194,0.4060824530743602,0.5382714790211218,0.7777159380136722,0.2916334331149232,0.2441155595416914,0.6129895341520777,0.2374677462680953,0.8171718289829429,0.6975962805125396,0.7033512859360417,0.17059229484084615,0.5118340210775676,0.49881967182058684,0.079865195471444,0.4672353854688954,0.9277982374240882,0.5363086533034104,0.9087633962704549,0.18680463172061568,0.3556904126346977,0.8600174701900543,0.14377426255660797,0.3221918701861749,0.32470199882734463,0.22728367671899397,0.6830011485733077,0.7351154982819978,0.8649183400392408,0.31390997222913897,0.533700512114343,0.22185990825005153,0.2322936229822682,0.9850226023804882,0.1742499587288845,0.2531298749574272,0.6820309255898801,0.5010817776263383,0.552012887749328,0.9836153593188032
D2,Day11,D2#23,0,0.843930024234929,0.6211059921454268,0.8549255413894595,0.6354790225897453,0.36359795521052896,0.2722751723681981,0.725675584439536,0.8800539572435725,0.9879221153531578,0.623050018228872,0.3550396010997279,0.7896829182670364,0.6770902239153076,0.9596883484740689,0.7822614956727604,0.514106669609928,0.054369978868204494,0.3910393482408663,0.7015750023935178,0.1037712577021237,0.29649859223892416,0.4055217756147308,0.3098709669372187,0.9227892094394203,0.35287051876183695,0.9037911427473928,0.7377685742731627,0.1736620016467454,0.3100840365687251,0.5200823695176493,0.535152323257257,0.941373343022933,0.7400887518415743,0.5471371576401816,0.6604881682596411,0.7860707895855935,0.5738061578809978,0.4543124420824004,0.7989220802037358,0.8188822250943377
D2,Day11,D2#38,0,0.35480790923030137,0.863196721190566,0.22612107485825228,0.70710703645852,0.7391645807350633,0.011354983256187556,0.8699454550747258,0.1614694421129813,0.0712938700271829,0.8260082503529318,0.7549251918924247,0.7728576325973203,0.029488663825658734,0.11577083590744408,0.1392569533936201,0.8709033066456546,0.9094536002941069,0.6222391704828094,0.02678293227231543,0.13908768996628784,0.18132114345709271,0.8958500453399701,0.7061859584043636,0.10624945255194418,0.23493138753508058,0.8492208268157881,0.35507565487283754,0.7913817355669983,0.661393745016373,0.1460750480600821,0.9946625323304494,0.6728196590623111,0.8111091775015021,0.12387259805457318,0.33701450897101226,0.6192207436051135,0.9762907381389285,0.2452914799288064,0.37324679112102743,0.6485678520828229
D2,Day11,D2#52,0,0.7503027692371697,0.9348217415028209,0.1328326414847727,0.9789173408132893,0.206230439234817,0.9386125513322912,0.2144984842789367,0.7108646818522322,0.725111346426074,0.907423699733569,0.24719113983142071,0.22876201030115206,0.6033411509127428,0.8536765935751924,0.7620362820732506,0.07120953806014363,0.37337238558022434,0.27940349934779574,0.06514882987473425,0.9452250420670039,0.8369446285763769,0.6094517749237855,0.5071127851701621,0.62919572795012,0.46064091673766083,0.6826481331939529,0.5932456171796862,0.33531703390099266,0.6638307710088859,0.1974399501558476,0.7916221209459443,0.7900395491912127,0.04243447538105416,0.8314861502911798,0.419854984126785,0.2882557267489928,0.27001959919698326,0.46648386286241994,0.0723820367586,0.8582433447088301
WT,Day11,152,1,0.8147497194874812,0.049176491937142464,0.7377729850923198,0.04900110402410507,0.949515629641588,0.8849560900771445,0.8118779592100162,0.02557023147394477,0.8120692650374224,0.31698203956226156,0.5129700644352391,0.26058081285601964,0.725663835341238,0.16954453216038223,0.8657768373847354,0.7230747777587543,0.09414636832182299,0.7202619121339097,0.38116553876405,0.5498798308161458,0.9281173560635475,0.5255091742550381,0.021949413699157705,0.19710729787051995,0.7278436536734789,0.19165068998030954,0.11872140594853986,0.7543474541030263,0.898198482113769,0.2123993754420871,0.05939350353856676,0.8429307140134942,0.4215463411108321,0.6652571471458946,0.2923422746693196,0.9203063944082307,0.0010840086692898154,0.9473361898586021,0.8560767116233795,0.5588207961122937
WT,Day11,153,1,0.26267517303113597,0.7257033540620328,0.5605102027739124,0.9493244394349725,0.8444026135316697,0.6695551232387246,0.667938690548033,0.9995824407045332,0.2785877605082595,0.868759404972562,0.4880030776992841,0.19791486550982684,0.7916795481872,0.1541843294616353,0.08116952693713442,0.027923595720450778,0.7988961995286649,0.8844587043984,0.4865802796813625,0.04558538672077628,0.7737784592338661,0.08068560174993133,0.894043911932847,0.1001867635586775,0.8520254616792878,0.06020448498052189,0.9172723767131162,0.7580402360234865,0.7776776914821855,0.044392060389197185,0.6589225063511128,0.8702810409033226,0.37868956827572,0.05520587463513671,0.9436412658135835,0.9768993840139296,0.7196393814561316,0.04286542818810235,0.3891648011376382,0.9744780072005731
WT,Day11,174,1,0.8320035501408705,0.3835327911885583,0.9887426280031464,0.8243911750475655,0.6086793436997794,0.5234729036841574,0.46205323769718076,0.7932650474182579,0.22577183727603023,0.6943445430291084,0.9424446692755853,0.5872389492942799,0.19461978388559642,0.7292617502904551,0.8650778271130682,0.3854019358139772,0.05519642608575781,0.775786228462189,0.5368802265291196,0.5283786292848844,0.021828660789852572,0.7323537879357045,0.7474925933627395,0.5093312531761054,0.8734376755212578,0.9810399083827749,0.670404402085008,0.9476552606565674,0.13857020349523508,0.8195417876546778,0.5702390936391882,0.5819559555904498,0.23196623806600547,0.872208427346492,0.9405447799508304,0.9217717182875769,0.6962169548907899,0.4263684328298073,0.732187025361129,0.33600439489391054
WT,Day11,175,1,0.8672571816476985,0.8750582766263828,0.678965705164186,0.22444474976170958,0.15146208876344203,0.8708284492910919,0.9916125935643364,0.0978174692789896,0.7395795252117221,0.24654095599816028,0.05523293391135542,0.4364760074580667,0.683591006947736,0.6935789081510892,0.07781142647207695,0.6273422027157777,0.7041155226245861,0.12156650685747095,0.9097439748580298,0.6108922834604505,0.7537830185992096,0.3253250868729113,0.08865112998363456,0.8259772407206536,0.9498128538648787,0.9368882792933964,0.10891079680605531,0.4903678794675783,0.02653210237354031,0.6143094721332637,0.023975525465687153,0.8630687658764699,0.5399587269158143,0.8006144578016092,0.38458575703329434,0.1115978432504996,0.19825224230113214,0.09026231577711263,0.6054668592936006,0.0822105518736782
WT,Day11,177,1,0.6588111546269716,0.6606891968395613,0.8515835587762217,0.6760767537303215,0.049063506832123016,0.6475428792020632,0.6427798025204841,0.033448102790138545,0.03694577834460622,0.941174570515769,0.456555823286663,0.4501627604327125,0.8314314049642781,0.21606039067553606,0.2873013940070125,0.6378436491538098,0.21316926613858878,0.19859624417279365,0.6223063016878048,0.5926281481758903,0.987226526767181,0.9999917471530624,0.6246503080103329,0.1582464654141036,0.2564045188395436,0.2998222076132563,0.006642756494030788,0.099426829242246,0.08177945675787646,0.46017022192054025,0.8736067053744753,0.520684049319996,0.4185814874287005,0.4145238110276004,0.09166389252169327,0.5262309348148095,0.8212472135604193,0.5084428840129281,0.03246919416850991,0.14099141040158414
WT,Day11,180,1,0.37408984698025505,0.3375250040842338,0.5012383378381199,0.5061152010499942,0.7044621785822832,0.3284937190164171,0.7214516411620328,0.7817211210785568,0.3743200745541191,0.49770375118124766,0.23637765514076725,0.19635226514383208,0.9866099169988104,0.37246860939002335,0.29630802399280876,0.47732414681597923,0.11944747420809576,0.462351153044683,0.9694941023377037,0.21107716066854465,0.24421202312328505,0.6465341836411158,0.7321066456828709,0.09107171351142873,0.7141079193281556,0.3220219076730637,0.9536154367151178,0.198394953573644,0.6470325213238314,0.9936617443944673,0.026596084928988906,0.4027664585123729,0.17938434631246847,0.7996193551355415,0.6537545280778769,0.717933421692972,0.3851355300911711,0.8322012376850053,0.3758812553849282,0.8137149647587488
WT,Day11,181,1,0.32429548732612534,0.6718529684899364,0.3027873552347763,0.6529989166596333,0.9562672770692968,0.06345102901530875,0.9287403107235821,0.4293086505920318,0.4705856262496013,0.717497641060999,0.31811651600417123,0.5047024348681985,0.7502556010200947,0.9128441320694823,0.3537380661113124,0.4326795815583868,0.08990716213691508,0.7329606875460024,0.40186267522460084,0.5526293714993213,0.22520883912563672,0.7019550989840072,0.6663462338268841,0.2446275373823702,0.1250657606307185,0.07349828356448729,0.1810645727169935,0.5310657837525232,0.13094255497258522,0.4029532458653583,0.6175909944568693,0.13712834437117816,0.8051016754181283,0.8495192767631864,0.3168960107771289,0.06453187088893386,0.4192877849925788,0.4740653481304924,0.9863688270600443,0.7968192050855261
D1,Day11,D1#14,1,0.2809759727412908,0.2876704485706296,0.6963005231337319,0.8167674555346214,0.5194936736824705,0.05156810691817115,0.21816199830192096,0.14576599615849617,0.41652994952671407,0.485604161310468,0.307977064383537,0.17546031791252414,0.5142116643074024,0.5814172331643145,0.9867849806871858,0.7985695925960047,0.7281567599063635,0.1961110460658697,0.659631302781098,0.04743492913846903,0.46650158161166044,0.033267764699185465,0.7174046161832622,0.9036324970100191,0.9304722274624596,0.26779986410547896,0.7614828344609672,0.5545392837498877,0.6984594084497335,0.4040663362967779,0.707166659945093,0.011667793851476871,0.6880512724035295,0.6235642313587682,0.70751596716455,0.046674928922441294,0.36111788566318204,0.17642493745223908,0.36685786489422534,0.8810226226927566
D1,Day11,D1#15,1,0.3260130182376211,0.4642647311827772,0.17875380057225487,0.2561993753718631,0.8415691600614487,0.48777816396459484,0.11774011205580803,0.3086459440850863,0.6034799818557005,0.7115599665524788,0.2545912453898298,0.757818480901589,0.038415920133350046,0.9462863222581868,0.6622348393954011,0.976280376020059,0.8305230188942849,0.08642051147786622,0.5131399096894176,0.7098767133836584,0.17842247820026091,0.8765242942241896,0.3474399891961143,0.8517116952211846,0.12139698145601252,0.29943290908727316,0.6259925587736259,0.29408640316547374,0.22111352476775104,0.9459748972726062,0.728007205707105,0.08848500009462745,0.12303761521379375,0.009170583227311235,0.7316194588537736,0.8996656660138522,0.9967820425483552,0.08807806936153806,0.387256215621695,0.4210150091675926
D1,Day11,D1#21,1,0.1804964946173706,0.18317059228723143,0.5124301645689153,0.3543332682099617,0.46999193348159984,0.037334570128151445,0.46712253308286,0.36972595149053245,0.30767841530255935,0.4330302291840812,0.5712984726985422,0.09123882353775892,0.05884674782076227,0.9624918368626003,0.1502157803828723,0.19627722048973928,0.4364185136091523,0.2774525309992377,0.4196353008289545,0.2742646824965923,0.24119088446511572,0.8115103854159301,0.45506498360218184,0.6445171719586283,0.05353386208813493,0.7952408083372517,0.5356695781570808,0.8694670852676912,0.03444776641088587,0.3442834368865062,0.2318254073250151,0.0047964263632601645,0.6568744003191251,0.7114690373432057,0.15616502244308816,0.8426689522602587,0.15223889633654575,0.2643605879365768,0.4149143267746187,0.9066556123873009
D1,Day11,D1#7,1,0.5672951962730362,0.40910197038316576,0.3624437700819365,0.5943601891058304,0.6000505347132074,0.24707003049463772,0.025407130218502272,0.7164495575673456,0.16975479621510858,0.4935785456410313,0.6592832396369113,0.5910145268415665,0.664721145226834,0.3419332100952638,0.8517013717641884,0.9715027066085475,0.23653412337321333,0.3422770613462839,0.4235231447465768,0.8940409575074036,0.45553813042083313,0.6940071633052394,0.8496886830457967,0.21110595103434082,0.4081032624305876,0.1593349429852967,0.8730788772847003,0.06680692085973206,0.6498940148506055,0.9979668037918721,0.46260819283129373,0.09061002595807133,0.4074644129432523,0.7995444960541441,0.23137418203764504,0.8839409942327672,0.8548169925932705,0.8834189668162236,0.6758880883959933,0.5256076242961107
D1,Day11,D1#33,1,0.3119164418186051,0.9626066796502036,0.6177676698483772,0.6476997671247647,0.7445407911523154,0.26954360637381225,0.07642134088392316,0.8719041931486985,0.17169500783429492,0.7551529203422015,0.7763920686011225,0.8209698085177014,0.47616551640484484,0.9336902730322021,0.08557303119920001,0.47019436953964744,0.7123875577575784,0.18911846437011282,0.726460132083044,0.875294342232091,0.061910504519582576,0.29772698163595035,0.3758192619426953,0.03877987762405999,0.10711751154698257,0.4240506825271305,0.12335019545937465,0.2997742092576158,0.38811794467498106,0.3076563135726794,0.9229787092539332,0.5093258559431239,0.7220657017652821,0.8563008525239652,0.03639411174172247,0.9705738340538903,0.4012364630032492,0.19706814734330447,0.19113145069035486,0.3090133252167542
D2,Day11,D2#13,1,0.17859569332171454,0.8647357511915397,0.6028238247227652,0.460678253529483,0.7107942668168012,0.642423411163727,0.5507334580744393,0.9423370881255634,0.393782150764021,0.11888294871328742,0.9041355580979343,0.5516843688235418,0.6095914248968975,0.6198792844719512,0.5147862683111235,0.9006868277929972,0.2732763402717283,0.9617211803512185,0.7227195858039689,0.49955601329340926,0.16674968268026225,0.5748307244806082,0.04563852796930501,0.4508341170487865,0.15050064883598668,0.3871320822304415,0.7602527455113471,0.38887296624152934,0.39159655123140313,0.1913955043737433,0.20868772346727882,0.5176212975757631,0.9350390351221971,0.12273484295671255,0.510578101574577,0.3869489863722353,0.8225321125125576,0.3326925975130114,0.9933827299320933,0.747843591806131
D2,Day11,D2#24,1,0.5088168535033725,0.392987390894869,0.09322545957891004,0.8329802951382408,0.45137591775723285,0.40528629606408606,0.08603038147145325,0.13196275467495755,0.3603114128667293,0.7553227755740081,0.8523239487675585,0.4536727876266682,0.32829816113263666,0.5455397745415402,0.7418051961753439,0.9351499628282103,0.33967078655432226,0.7543088026416347,0.46189131338691236,0.536415113170421,0.7144932358893326,0.8478860628763893,0.3253393416607784,0.999999404433711,0.34216249645162766,0.4401206794196033,0.2384824944939815,0.11454583026283205,0.17681547156604116,0.32693078447243296,0.8878582148033763,0.6203507821603854,0.986812093081128,0.47084082847799713,0.6675404231647268,0.9949768116363961,0.9301071691199815,0.41312601050518283,0.08267070336471105,0.17398458536713557
D2,Day11,D2#36,1,0.09177326756839488,0.1322366117014575,0.3336896824315647,0.952281487776626,0.3214448657200232,0.9620258622599244,0.36533420067771316,0.14669527538787064,0.3790166797289859,0.7830114729697855,0.86294126925678,0.027818058885295205,0.7922404951794996,0.7123265404938658,0.08356617844857572,0.8089024886621854,0.8123660775079211,0.9926469359255368,0.8505631202756047,0.8290566312920444,0.08855123954115418,0.37964053834006495,0.43210864493259415,0.6069859997449394,0.8564482960010814,0.9805766103511875,0.5875642558433267,0.4138104665807617,0.2130236576988076,0.6173069894923302,0.6531469729455448,0.29011311060042366,0.7473184588734023,0.5331164290853239,0.5724867003776323,0.5735221213007367,0.599456846390117,0.5771893190103927,0.3127987989312574,0.4020657317689632
D2,Day11,D2#23,1,0.6581825502805062,0.6306915352056267,0.3440970076414107,0.8514739188501755,0.4345044754033497,0.25857525850111596,0.20759004473511755,0.09529904343373818,0.30972816863902686,0.020013791742300224,0.8527164189297965,0.03683867008265507,0.032936194822906106,0.348703745233645,0.7819895739553671,0.2159947429367366,0.43523244151878693,0.6705163062311197,0.6331582715927322,0.7641559757914992,0.0744855600389932,0.7458226416106118,0.4274709813186732,0.8742599545965349,0.6238423854573787,0.9135857354915734,0.08470788132610163,0.32816255990992893,0.3831667861766198,0.8304785782976816,0.3305304427262683,0.7909980957775388,0.3573885994719175,0.8892890578875239,0.6839319081504963,0.18457110547673783,0.5207905651695471,0.996626545929234,0.27617669417823476,0.6163534307696452
D2,Day11,D2#38,1,0.9258507622584917,0.15543616820114392,0.3132004975165995,0.19300575410704912,0.27518493473155115,0.42009380893141257,0.13678033984940097,0.3025188412350317,0.9553748039776087,0.7182247452993371,0.19195404837874686,0.3866572324741666,0.6169584984709053,0.8590560885743002,0.1758509230312002,0.3258517559741788,0.09778176517815418,0.7182993306529092,0.3642298948580406,0.05181255440892851,0.882329119573024,0.59038262045142,0.6544495414735696,0.07980039926000138,0.13989628273533872,0.49965796594797274,0.4062687670157338,0.3461820638968107,0.1443785636423196,0.6209191593485114,0.5086642267420942,0.8450678858316865,0.8451338793421276,0.8980833008061285,0.6410935792861203,0.5984337655852516,0.8026215774944085,0.1571339036245719,0.556141348562709,0.8342675249110248
